,AGR2,AGRN,CXCL13,BDNF,BST2,CALB1,TNFRSF14,CD276,CD40,CORO1A,CXCL5,EGF,BSG,CCL24,FGF1,FGFR3,CX3CL1,CSF3,CSF2,GH1,HBA1,ICAM2,IFNG,IL1B,IL1R1,IL10,IL12A,IL16,IL17A,IL18,IL1RN,IL2,IL22,IL23A,IL3,IL31,IL4,IL5,IL6,IL6R,CXCL8,IL9,IFNA1,IFNA2,CXCL10,FABP1,OLR1,CCL2,CCL8,CCL22,MSLN,CXCL9,CCL3,CCL4,CXCL3,CCL15,MB,NEG,OSM,PCSK9,PTX3,PLAU,CALCA,TNFRSF1A,CCL17,CD142,TNF,TREM2,KDR,VEGFA
3E1,0.0,29.054406291139646,0.0,92.54798685364462,0.0,4.9089822342132425,0.0,5281.221330075155,8.118756631962277,6581.5631090285715,inf,0.0,4.809507270014515,49.90300254984549,0.0,0.0,0.0,4.449417456513815,3.0939820788051966,0.0,380.2358340579732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.480507706491224,34.229640435346646,404.42943210942923,0.0,0.0,0.0,0.0,110.28258485671492,9.707700482908283,906.5992457315941,0.0,0.0,0.0,26.84975171953162,0.0,0.0,265.01835526705986,4.39710894267757,0.0,0.0076682882890600585,0.0,753.4076481720732,0.0,11730.857749862178,0.0,925.2598149930104,10.942495712915175,0.0,0.0,0.0,0.0,253.9185697852246
3F0,0.0,33.61089566077086,0.0,144.79602589761126,0.0,0.0,0.0,3841.617707984839,9.576430823946156,4054.6171382538696,4131.473540771935,0.0,4.153403939733266,0.0,0.0,0.0,0.0,0.0,2.762576361649007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.42710976030263,40.90716654282656,70.97228627465819,0.0,0.0,0.0,0.0,0.0,0.0,392.79486600170407,0.0,0.0,0.0,0.0,0.0,0.0,44.7503989905302,3.5935239710026172,0.0,0.0,0.0,1230.7853427466873,0.0,9585.938050127314,0.0,960.0468818207702,0.0,0.0,0.0,0.0,0.0,244.0887800558738
3F1,0.0,49.20273240470537,0.0,136.9737536524573,0.0,5.006305777671188,0.0,5136.225008767368,10.364853871420415,5038.973598335433,inf,0.0,6.074562933756708,0.0,0.0,0.0,1.2003080075926151,4.75432584570368,1.6334647221085674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.75696820209499,45.547319261886145,581.590828577576,0.0,0.0,0.0,1.2819196296112156,0.0,7.818973173495601,1158.017847811612,0.0,0.0,0.0,0.0,0.0,0.0,502.7184731084693,4.665244845709457,0.0,0.0,0.0,1364.9392401813154,0.0,inf,1.6573010747859844,1161.3832472482645,0.0,0.0,0.0,0.0,0.0,351.63193624670174
3G0,0.0,20.128033088993664,0.0,78.94500395982797,0.0,4.409730125243441,0.0,4214.8231122967045,0.0,4629.667632945332,3134.399869613917,0.0,4.135592312344525,0.0,0.0,0.0,0.0,0.0,3.259339145277217,0.0,262.6449210964326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.163315712849054,28.364213127592738,38.199402776500094,0.0,0.0,0.0,0.0,0.0,5.224514184527226,151.26054708787987,0.0,0.0,0.0,0.0,0.0,0.0,29.63045880185208,4.926333369043443,0.0,0.0018142789017140106,0.0,785.2730083149922,0.0,7438.950365643783,0.0,642.5384249919471,0.0,0.0,0.0,0.0,0.0,140.66145820907914
3G1,0.0,24.971536175959894,0.0,91.6345271980159,0.0,4.539132268468351,0.0,4769.775232095684,10.007786689122518,5600.4381045394975,inf,0.0,4.722496569414482,0.0,0.0,0.0,0.0,3.360639417713982,2.4361511255924864,0.0,398.1649837544025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.567318616080215,34.05190518302963,297.79536106270507,0.0,0.0,0.0,0.0,0.0,5.049182849079342,491.4348453671811,0.0,0.0,0.0,0.0,0.0,0.0,253.09096323753798,0.0,0.0,0.0,0.0,752.066284681767,0.0,11093.390374549328,1.3638676489627921,1046.8612679638893,0.0,0.0,0.0,0.0,0.0,236.8064443541378
3H0,0.0,23.31198642994364,0.0,88.91239179438236,0.0,6.520028770771799,0.0,5014.811044731623,0.0,5154.26003096006,3472.266153628207,0.0,4.076207502240826,0.0,0.0,0.0,0.0,0.0,2.030960932189626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.616195891272545,26.402327061703897,53.455278977382086,0.0,0.0,0.0,0.0,0.0,0.0,256.92748015046857,0.0,0.0,0.0,0.0,0.0,0.0,28.3882380337019,0.0,0.0,0.003982008600322584,0.0,629.9308705160104,0.0,9869.449274353741,0.0,675.6822821442072,0.0,0.0,0.0,0.0,0.0,180.62700018778855
3H1,0.0,35.02668289152949,0.0,141.1317115083851,0.0,6.554793469964972,0.0,5652.856863876805,10.094926589676303,6373.120812567226,inf,0.0,5.541369458126756,0.0,0.0,0.0,1.189445588252416,4.47902920366873,2.592376090802727,0.0,467.1786963157562,277.5584134786901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.68313086562827,44.641302279899016,356.14381583939934,0.0,0.0,15.801740872983304,1.2431506798676333,0.0,7.936432112027571,649.4060493537031,0.0,0.0,0.0,0.0,0.0,0.0,274.1019844254104,5.213735944893875,0.0,0.013830014831157401,0.0,1017.4253122072813,0.0,inf,1.3089708467700056,1118.8511773889522,10.5815920795996,0.0,0.0,0.0,0.0,335.73681237000244
3I0,0.0,54.471770825447564,0.0,189.31681781344366,0.0,5.5510472770167105,0.0,5083.354050551049,14.112355311033262,5585.820966923672,4872.839739876382,0.0,8.17143287476146,168.08284034019718,0.0,0.0,0.0,0.0,2.120603985718113,0.0,366.87004278729546,306.21850825645436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.599110070673197,62.26587045121662,136.18472529944805,0.0,0.0,0.0,0.0,0.0,7.195783505207834,477.8995197483642,0.0,0.0,0.0,26.52585199437067,0.0,0.0,66.7103299326993,0.0,0.0,0.005667161796639973,0.0,1557.1476729863593,0.0,9439.245347796395,1.5649209479244859,1286.836088678057,10.316508370979372,0.0,0.0,0.0,0.0,291.64040708501716
3I1,0.0,73.66771311788776,0.0,230.5534748621615,0.0,5.495086794216836,0.0,5113.185683826061,18.409978761838946,4728.771924509876,inf,0.0,8.089078839961674,169.07206496679464,0.0,0.0,2.325563279737385,8.90392892607346,1.7086735423367705,0.0,287.32479161493563,307.8403820622865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6202511636644,61.763321644050194,inf,0.0,0.0,0.0,1.8274164107881796,0.0,8.776055230589442,1827.8697162546864,0.0,8.085216990388068,24.726866937956288,0.0,0.0,0.7610374568364912,747.1275926938406,0.0,0.0,0.0032379939165332544,0.0,1416.123503386778,0.0,11783.99848376743,0.0,1578.3303849800704,0.0,0.0,0.0,0.0,0.0,386.93446664692345
3J0,0.0,42.80462319656897,0.0,126.16586514987905,0.0,5.588344901970847,0.0,4343.730563766161,10.167370672551499,5099.985040381619,4715.346722391023,0.0,6.206246552428662,0.0,0.0,0.0,0.0,0.0,2.494907441381765,0.0,405.5073430386972,432.85766061078635,13.405154622633415,0.0,9.35782984420206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.055569992454342,43.37002988952601,78.78539722059357,0.0,0.0,11.627174587272268,1.1401262695565149,80.78192243885987,9.864131665043923,341.04710766075294,0.0,0.0,0.0,0.0,0.0,0.0,44.5195112563501,4.454754526288012,0.0,0.01516309033625044,0.0,1243.847182515144,0.0,9994.049064794495,0.0,983.4342329367583,12.032560210847885,0.0,0.0,0.0,0.0,256.7819912225405
3J1,13.772227076093323,49.34900348878089,4.247688295335481,145.8121898005303,0.0,5.403018074227828,0.0,4953.4875823388,14.2809484186586,5031.768332718457,inf,0.0,8.907855606339048,75.66203648213605,0.0,0.0,1.5244432748103525,7.569401799464065,2.2628093494470725,0.0,443.91614377992875,534.7161955925495,9.77088520786034,4.647685991628847,11.857407490315069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.687908463983522,55.54821199358775,597.4915873356523,0.0,0.0,21.501135018159076,1.6515260523085067,109.26982324968182,12.328553624083495,965.9865724031141,0.0,0.0,25.03020024674361,26.793193158817488,0.0,0.0,397.4353611700361,7.349536877491555,0.0,0.027567835500232406,0.0,1210.507766079904,35.30645982893526,11947.701580316196,2.6277464315412074,1274.665784853822,13.948739580798302,0.0,2.624243653193514,0.0,0.0,300.0801093930533
3K0,0.0,36.35459184018476,0.0,108.81210599597256,0.0,4.715483396401847,0.0,4373.1988758759835,8.646138870970805,5528.290468046692,3765.5575714390434,0.0,5.882358172759282,0.0,0.0,0.0,0.0,0.0,1.6971224077200697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.17660259367285,33.773490443240235,68.27911040691905,0.0,0.0,0.0,0.0,84.04095090625326,8.481390910580041,249.90093266639704,0.0,0.0,0.0,0.0,0.0,0.0,27.605879172875063,4.4912726372270475,0.0,0.0021357829522872253,0.0,892.2469478874324,0.0,9947.870595749804,0.0,901.6872450384844,0.0,0.0,0.0,0.0,0.0,237.28795293232935
3K1,0.0,33.87652140241467,0.0,114.5695339179307,0.0,5.330614233842276,0.0,5661.947225365759,10.038980636794664,5393.311267321835,inf,0.0,5.042801326800392,0.0,0.0,0.0,0.0,3.0708163017967416,1.9056844995548785,0.0,288.2793668617772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.443743404796873,39.04195084334664,371.57065652720223,0.0,0.0,15.165164783388514,0.0,0.0,9.006258512816437,854.4473294965434,0.0,0.0,0.0,0.0,0.0,0.0,262.83326035554774,0.0,0.0,0.020527957328597867,0.0,929.3213075425413,0.0,10779.827613896321,0.0,1041.578685047534,0.0,0.0,0.0,0.0,0.0,260.5655873494209
3L0,0.0,22.503378434160986,0.0,86.78454316015296,0.0,4.866915996182306,0.0,4511.103243383532,0.0,6516.205325016583,3177.290934543522,0.0,4.1547963255077685,0.0,0.0,0.0,0.0,0.0,2.154279859848297,0.0,260.80909221627604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.076985863966489,23.558548866543926,69.49396279036844,0.0,0.0,0.0,0.0,0.0,5.512130900628529,300.98312770169537,0.0,0.0,0.0,0.0,0.0,0.0,32.818281818820864,0.0,0.0,0.003755248414943096,0.0,610.5612561928758,0.0,9657.998349505853,0.0,818.8654547994195,0.0,0.0,0.0,0.0,0.0,170.66604009924404
3L1,0.0,23.896386351040082,0.0,103.22906774857293,0.0,0.0,0.0,5482.823050758734,0.0,5698.4373077630535,5069.57898284974,0.0,0.0,0.0,0.0,0.0,0.0,3.6731488226565294,2.7400487146407424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.894008068977946,28.556767127101008,330.37642542750814,0.0,0.0,0.0,0.0,0.0,0.0,795.6713708129018,0.0,0.0,0.0,0.0,0.0,0.0,225.23230735379346,0.0,0.0,0.002912578387666631,0.0,522.0943325767256,0.0,11335.961816318333,0.0,1039.3555027810858,0.0,0.0,0.0,0.0,0.0,168.28475869241717
4A0,910.0115690511929,487.38571292337497,0.0,320.45792736055625,0.0,6.8626513653661245,0.0,5431.1331907943,52.29466870726573,3148.2270870473994,inf,0.0,50.784055583566165,887.3514858572387,0.0,0.0,1.7839277822312474,0.0,2.5492535905754363,0.0,545.8340227616173,305.2259408958287,0.0,0.0,12.835955249494685,0.0,0.0,0.0,0.0,1739.6641494167557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.83477773882145,76.17171240677088,636.272966430088,0.0,0.0,11.17087103538052,1.1665192826788984,0.0,7.87352013625385,1098.5689441906065,0.0,0.0,0.0,0.0,0.0,0.0,400.61023870361106,4.844241732347603,0.0,0.013183037303723211,0.0,1110.475557262716,0.0,10042.125249929928,2.5943466154417734,2042.900289109834,0.0,0.0,0.0,0.0,0.0,651.8506574962952
4A1,627.7026821895606,694.126110091675,0.0,298.7130874936783,0.0,5.737498033522087,0.0,5793.316705449282,32.21628065916922,4232.641187761689,inf,0.0,48.986091020045485,1037.2803049813706,0.0,0.0,3.4699130119171926,50.177593521699514,2.1867690009403984,0.0,329.92881668093946,0.0,0.0,0.0,14.000676406947704,0.0,0.0,0.0,3.4430258794049466,739.2332207385616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.9120547386704,65.705522875927,inf,0.0,0.0,0.0,7.168309009926844,0.0,12.297823495072436,inf,0.0,97.52682981261913,0.0,0.0,0.0,5.113509074048132,inf,7.558021898300614,0.0,0.006932036827539877,0.0,1346.438568772976,0.0,inf,1.617201812901683,inf,0.0,0.0,5.836776519812167,0.0,0.0,587.5082582061696
4B0,34.15302358472211,204.09055547084253,0.0,132.19475781417052,0.0,4.191407584118762,0.0,0.0,16.12528981112058,4466.551811263748,inf,0.0,16.390642447741858,344.6304101180155,0.0,0.0,1.0696970021293917,0.0,1.9797523949916769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.43383331261821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.338495078344899,53.850344624136746,255.01224543389725,0.0,0.0,9.487857806996432,0.0,0.0,0.0,628.0377670338056,0.0,0.0,0.0,0.0,0.0,0.0,184.35651021995562,0.0,0.0,0.008622436539443066,0.0,507.98678957675554,0.0,9323.482033584944,0.0,1418.6618450733183,0.0,0.0,0.0,0.0,0.0,285.8581675009803
4B1,316.34330452351526,342.2803541532754,0.0,164.27350918465407,0.0,5.245683304667758,0.0,4191.649720309693,27.69977986931575,4835.231176458087,inf,0.0,26.77518814861455,386.91428205611015,0.0,0.0,3.180677867310083,36.12579801878343,2.6144712879591294,0.0,337.6671400498481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.6457894832145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.67806320436893,76.02820311962053,inf,0.0,0.0,11.920345809216448,3.372980594335025,0.0,6.422298172201044,2105.441618593056,0.0,41.85247688186376,0.0,0.0,0.0,1.7109265836843506,inf,3.5546095410680567,0.0,0.014497377224505116,0.0,1170.0774176884945,0.0,inf,0.0,2080.7920643831926,12.068605886164098,0.0,2.603663071539834,0.0,0.0,397.37600155664654
4C0,69.26511336447739,115.83048980119324,0.0,97.99430165483145,0.0,4.5384558635838985,0.0,4613.369491098886,10.934879417169036,5951.816296836857,inf,0.0,13.624302794471568,115.25031916833636,0.0,0.0,0.9951494003804859,0.0,2.3001228128131896,0.0,429.4178391510903,294.57562070962683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.45582085400196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.001388619926451,55.62586327126869,151.45033629561092,0.0,0.0,0.0,0.0,0.0,0.0,437.3714783689751,0.0,0.0,0.0,0.0,0.0,0.0,110.5556771188665,0.0,0.0,0.008884871018319442,0.0,805.1054693927586,0.0,9028.501264096527,0.0,1138.7448032368857,0.0,0.0,0.0,0.0,0.0,253.85442289247948
4C1,60.88533233118676,231.46862234844818,0.0,133.5543242120074,0.0,5.749476926803551,0.0,5360.535718818435,11.787039572467277,5513.374038460377,inf,0.0,15.774970125588718,223.54959772513254,0.0,0.0,2.95156177565589,18.958219706738475,1.6362495651441078,0.0,539.040521057877,439.68952687865874,0.0,0.0,9.488777938187356,0.0,0.0,0.0,0.0,133.7841274323008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.4785466652939,77.36526324485403,inf,0.0,0.0,0.0,3.116004515829259,112.73118430908046,11.286119968478113,2033.499478091719,0.0,19.703660269413618,0.0,26.541398331277605,0.0,1.5290004435983056,1039.8016485185885,3.496502482810199,0.0,0.03455970840008179,0.0,1104.3810147069373,0.0,inf,2.7461520773725026,1767.6665385717993,0.0,0.0,4.102713191149791,0.0,0.0,460.0036199611831
4D0,14.959235227730687,49.79425578187801,0.0,88.29545723597288,0.0,4.993489609131609,0.0,3627.5939159293066,0.0,6081.748596825505,inf,0.0,9.253557076770148,0.0,0.0,,0.0,0.0,0.0,0.0,324.6525772248393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.99030295062075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.306342494428401,37.51660882698862,126.40134731695382,0.0,0.0,0.0,0.0,0.0,8.03295051576761,512.5461247055872,0.0,0.0,0.0,0.0,0.0,0.0,93.36641329447932,0.0,0.0,0.00297315540036985,0.0,496.65682001847154,0.0,6856.750360584506,1.3640497471355817,925.3675226978035,0.0,0.0,0.0,0.0,0.0,234.17494171228
4D1,177.20686672779024,106.32795053249814,0.0,96.89430804075887,0.0,4.271873239607483,0.0,5310.09351248874,27.307899076411218,4710.6559250125965,inf,0.0,20.550650269992797,143.81468477791876,0.0,0.0,1.4017663292445854,10.962697146342753,1.6481489151223871,0.0,427.4117351678354,274.7532540459096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,650.617790287066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.03709957559019,49.76748607688143,810.725819815542,0.0,0.0,0.0,3.0839060667240488,0.0,7.545264612489699,1559.7631143513192,0.0,24.971867309319137,0.0,0.0,0.0,1.1604030749213936,864.3966261250961,3.6590075713210717,0.0,0.0,0.0,561.0230921072662,0.0,inf,1.4519460009777727,1179.7026635513073,0.0,0.0,0.0,0.0,0.0,210.972302808502
4E0,,328.0913324986511,0.0,319.2527116006763,0.0,5.357036812264358,0.0,5199.345828188121,28.90952887038601,4255.615580850696,inf,0.0,32.66408978270502,762.3645987475231,0.0,0.0,1.7678777165566757,0.0,1.2558753839101318,0.0,23706.329431395778,449.780710572896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039.1049208030538,8.320902532812095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.809139469068159,93.6254924726466,516.8099394910146,0.0,0.0,0.0,2.1990794141833825,0.0,8.154685625624069,1004.8665905827714,0.0,10.768637664423576,142.3196640369053,0.0,0.0,0.0,433.0140345860352,0.0,0.0,0.002285471781025966,0.0,1227.7951184636718,0.0,8039.263255940545,2.1805549117975103,1712.1134606005055,0.0,0.0,0.0,0.0,0.0,678.6299951046419
4E1,1196.8077608406518,226.39142734914637,0.0,271.6005237436259,0.0,5.449514472081332,0.0,6037.875142051334,58.46141821832442,3443.005555759519,inf,0.0,74.92673963071374,682.9782933089576,0.0,0.0,2.0458128284196397,29.443431666911746,1.5511467022619487,0.0,0.0,0.0,0.0,0.0,14.412068745484996,0.0,0.0,0.0,0.0,2747.9985645259617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.7753731978628,72.95520458413111,inf,0.0,0.0,0.0,5.104075975083211,80.35249415031464,8.719116075435371,inf,0.0,25.80349747968663,0.0,0.0,0.0,2.0682306679202775,inf,0.0,0.0,0.0029847581229820535,0.0,742.7598596016795,0.0,inf,3.0170686555405517,1883.3058163708909,0.0,0.0,0.0,0.0,0.0,532.78207528661
4F0,152.00022322371038,482.12724548524363,0.0,334.9903573899149,1.107497317474113,7.998704217397169,0.0,6260.188748280282,26.102579557293517,4822.0322536391195,inf,0.0,38.325962667602425,724.8932721548151,0.0,0.0,2.6118508895296713,4.289021296826084,1.6249772729722334,0.0,562.2306017379012,817.5023691566017,9.482249376988808,0.0,20.99233578935882,0.0,0.0,0.0,2.936590082153696,659.2096777456023,0.0,0.0,0.0,0.0,0.0,37.79491212821528,0.0,0.0,19.38607226090522,137.50468389484573,647.9442067444689,0.0,0.0,17.813459745898278,1.3943926036819319,127.49982251207119,17.800952754835027,874.5307270000122,0.0,0.0,24.71103979902703,33.3127951412476,0.0,0.0,407.8522677522057,5.1742499080087,0.0,0.033235741460959776,0.0,1821.4614632213134,35.720372559201564,11540.657407030678,3.0264079211681434,inf,12.894286481538968,8.106351376792894,0.0,0.0,0.0,1020.7308146047021
4F1,651.8284575600726,599.1727184513114,0.0,303.69569310423515,0.0,5.623975071351199,0.0,5605.95153901922,52.08948057306581,3140.603310631102,inf,0.0,46.57308911366288,782.9346175301157,0.0,0.0,2.4114565162583457,32.2703566364645,2.256156778269941,0.0,382.76131655562017,322.5637947768858,0.0,0.0,20.41214016964431,0.0,0.0,0.0,3.064065519758642,1528.8104207572992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.77108270444468,70.49831982351759,inf,0.0,0.0,0.0,3.5757598911159416,0.0,11.75191427231487,2197.463544984097,0.0,46.00763707717763,0.0,0.0,0.0,1.7575725959521313,inf,3.6020463517100323,0.0,0.006312832280832404,0.0,1072.7388994694315,0.0,inf,1.6862451024320584,2155.3597055338473,0.0,0.0,2.7376104193615034,0.0,0.0,616.4978431868668
4G0,162.8744586118076,106.82386094009583,0.0,120.32550245908286,0.0,5.528137255284628,0.0,4851.298731861427,19.910963798514693,5133.734451949713,inf,0.0,20.41604462663756,130.9097542384232,0.0,0.0,1.3238176426637782,0.0,1.6780045476576892,0.0,459.11702526801156,0.0,0.0,0.0,9.79301236798765,0.0,0.0,0.0,0.0,571.5152334344596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.497939185844288,61.063292483480055,317.6609542435817,0.0,0.0,0.0,0.0,95.70974616020334,6.133531442782857,545.8495111416526,0.0,0.0,0.0,0.0,0.0,0.0,254.49862101178002,0.0,0.0,0.005914953988142297,0.0,701.4635837221878,0.0,inf,1.6120026057646848,1446.4235246604537,10.294481395002714,0.0,0.0,0.0,0.0,286.3652942840943
4G1,262.06713576205107,130.55825081486643,0.0,109.84709945340353,0.0,3.905133801166206,0.0,4102.960901991015,27.281152530871193,4340.454076679402,inf,0.0,30.703825905915007,118.06507736229393,0.0,0.0,1.9633959540974846,12.642854619811205,1.7183694433213208,0.0,278.77604881451026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945.0720160844758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.87552408827986,50.988932146118714,849.9326645256659,0.0,0.0,14.175400628957034,2.472159677961976,0.0,0.0,1419.8551414478734,0.0,33.2367738036221,0.0,0.0,0.0,1.0415910345018133,911.218736383372,0.0,0.0,0.005746410495386186,0.0,600.0430972783564,0.0,inf,0.0,1531.839833854558,0.0,0.0,2.7477201087009497,0.0,0.0,285.9223501030726
4H0,382.73716182461226,54.34619112496314,0.0,87.76280783621498,0.0,3.8446506701524243,0.0,4611.994694001882,20.96577471855476,5089.958404224912,inf,0.0,20.144470803225047,0.0,0.0,0.0,0.0,0.0,2.159669658913445,0.0,266.4214754213091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,939.6448584142705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28088602539345,38.20092508959573,164.09736067850844,0.0,0.0,0.0,0.0,0.0,0.0,350.4947089562337,0.0,0.0,0.0,0.0,0.0,0.0,146.32303457491687,0.0,0.0,0.0,0.0,420.1372473855878,0.0,11123.584579269633,0.0,1072.7351068881314,0.0,0.0,0.0,0.0,0.0,168.17519078950076
4H1,205.87874759922113,72.25304867896565,0.0,113.09558874466977,0.0,6.003003902131763,0.0,5271.749717885597,19.2617469026692,5283.34325784569,inf,0.0,21.769245130635934,61.3177291390579,0.0,0.0,1.6351072105743654,7.393087957132975,1.7347058756217946,0.0,583.6412078212448,274.92740426985756,8.76703762027753,0.0,0.0,0.0,0.0,0.0,0.0,895.8524474244408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.2461608215748,49.00515345213351,814.5792247737384,0.0,0.0,0.0,1.9329345588628468,0.0,8.079201193164481,1207.852423206646,0.0,8.878402954438842,0.0,26.522742510823296,0.0,0.0,590.7544357582634,0.0,0.0,0.005282556516771295,0.0,545.8204514029901,0.0,inf,0.0,1339.1790202748427,0.0,0.0,0.0,0.0,0.0,258.3395100169455
4I0,208.70864230489522,80.79658499490203,0.0,138.28865472343634,0.0,5.61675665851827,0.0,4811.679950543683,18.24806664381373,4768.778513722633,inf,0.0,23.857825064790248,104.70240461915726,0.0,0.0,1.0501697481578989,0.0,2.213400206265757,0.0,323.7754286649203,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.844753924332174,41.56309643441858,244.25186455547566,0.0,0.0,0.0,0.0,0.0,6.7158067579902365,580.4432121756695,0.0,0.0,0.0,0.0,0.0,0.0,281.4429914294085,0.0,0.0,0.002831994839984105,0.0,697.6777554554264,0.0,10330.677138031055,0.0,1464.7763257895047,0.0,0.0,0.0,0.0,0.0,260.08633639873284
4I1,314.13104140058743,77.24127221390208,0.0,136.3142881593752,0.0,6.383763192851578,0.0,4938.825844338621,22.988535225109764,4375.61757205751,inf,0.0,31.073765697419514,90.38404602869389,0.0,0.0,1.5932387119890399,9.738580816904806,1.3405841799569855,0.0,484.25802326828654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1119.5655243643912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.58248167236152,44.47479922638078,798.3195472283213,0.0,0.0,0.0,2.3772228336928327,0.0,5.959075422465669,1252.1786414180615,0.0,14.27258605630066,0.0,0.0,0.0,0.7757202170420407,766.0448538233719,0.0,0.0,0.01229040383497604,0.0,522.2228554904971,0.0,inf,1.2886105360136972,1391.816838561297,15.913071086316624,0.0,0.0,0.0,0.0,273.66928810487894
4J0,25.642917285553757,58.26479544918057,0.0,102.92285019982438,0.0,4.970420136817366,0.0,5426.425706675735,0.0,6801.990131617531,inf,0.0,8.275158231625706,0.0,0.0,0.0,1.1800417124267149,0.0,2.13634748358374,0.0,395.60804945743405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.3463302720301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.278425268481882,56.89688772062111,137.16842281693638,0.0,0.0,0.0,0.0,0.0,,384.5898541916226,0.0,0.0,0.0,0.0,0.0,0.0,141.40105917831704,0.0,0.0,0.0,0.0,721.277709615561,0.0,inf,0.0,1172.0369818198628,0.0,0.0,0.0,0.0,0.0,245.47992020107407
4J1,60.024521683994585,41.770048592045114,0.0,71.258080750336,0.0,0.0,0.0,0.0,14.7266133908113,3965.250446291122,inf,0.0,17.53127254062845,0.0,0.0,0.0,1.1970493869865357,4.131770656566149,2.1268532255474115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.1207644189379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.815764773285608,36.70676998713749,411.97508205916506,0.0,0.0,0.0,1.3612014497319789,0.0,0.0,740.6384408475009,0.0,0.0,0.0,0.0,0.0,0.0,367.95176225679955,0.0,0.0,0.0018786222333911304,0.0,269.1974074485625,0.0,11964.396308828636,0.0,855.2519401833107,11.870949438324429,0.0,0.0,0.0,0.0,169.89078957874548
